"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL2105485";"TOLCICLATE";"FUNGIFOS|K 9147|K-9147|KILMICEN|TOLCICLATE|TOLMICEN";"K 9147|K-9147";"2.0";"";"";"1976";"";"";"";"D01AE19";"D01AE - Other antifungals for topical use";"D01A - ANTIFUNGALS FOR TOPICAL USE";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"D - DERMATOLOGICALS";"Antifungal";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1";"InChI=1S/C20H21NOS/c1-13-4-3-5-16(10-13)21(2)20(23)22-17-8-9-18-14-6-7-15(11-14)19(18)12-17/h3-5,8-10,12,14-15H,6-7,11H2,1-2H3";"False";"0"
"CHEMBL2107629";"TOLPENTAMIDE";"TOLPENTAMIDE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1";"InChI=1S/C13H18N2O3S/c1-10-6-8-12(9-7-10)19(17,18)15-13(16)14-11-4-2-3-5-11/h6-9,11H,2-5H2,1H3,(H2,14,15,16)";"False";"0"
"CHEMBL2106853";"MECIADANOL";"MECIADANOL";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1";"InChI=1S/C16H16O6/c1-21-15-7-10-12(19)5-9(17)6-14(10)22-16(15)8-2-3-11(18)13(20)4-8/h2-6,15-20H,7H2,1H3/t15-,16+/m0/s1";"False";"0"
"CHEMBL1192539";"NAPACTADINE";"NAPACTADINE";"";"-1.0";"";"";"1981";"";"";"";"";"";"";"";"";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C/N=C(/Cc1ccc2ccccc2c1)NC";"InChI=1S/C14H16N2/c1-15-14(16-2)10-11-7-8-12-5-3-4-6-13(12)9-11/h3-9H,10H2,1-2H3,(H,15,16)";"False";"0"
"CHEMBL2104682";"NEBRACETAM";"NEBRACETAM";"";"2.0";"";"'-racetam'";"";"nootropic agents (learning, cognitive enhancers), piracetam type";"'-racetam(-racetam)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"NCC1CC(=O)N(Cc2ccccc2)C1";"InChI=1S/C12H16N2O/c13-7-11-6-12(15)14(9-11)8-10-4-2-1-3-5-10/h1-5,11H,6-9,13H2";"False";"0"
"CHEMBL1985503";"MEPIROXOL";"MEPIROXOL|NSC-66283";"NSC-66283";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"[O-][n+]1cccc(CO)c1";"InChI=1S/C6H7NO2/c8-5-6-2-1-3-7(9)4-6/h1-4,8H,5H2";"False";"0"
"CHEMBL31159";"ETHYLNOREPINEPHRINE";"";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCC(N)C(O)c1ccc(O)c(O)c1";"InChI=1S/C10H15NO3/c1-2-7(11)10(14)6-3-4-8(12)9(13)5-6/h3-5,7,10,12-14H,2,11H2,1H3";"False";"0"
"CHEMBL2110923";"TOFENACIN";"DEMETHYLORPHENADRINE|J8.547B|NORORPHENADRINE|TOFENACIN";"J8.547B";"-1.0";"";"'-fenacin'";"1968";"muscarinic receptor antagonists";"'-fenacin(-fenacin)'";"";"";"";"";"";"";"Anticholinergic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CNCCOC(c1ccccc1)c1ccccc1C";"InChI=1S/C17H21NO/c1-14-8-6-7-11-16(14)17(19-13-12-18-2)15-9-4-3-5-10-15/h3-11,17-18H,12-13H2,1-2H3";"False";"0"
"CHEMBL448416";"LIDAMIDINE";"LIDAMIDINE";"";"-1.0";"";"'-amidine'";"1978";"pentamidine derivatives/analogues";"'-amidine(-amidine)'";"";"";"";"";"";"";"Antiperistaltic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN=C(N)NC(=O)Nc1c(C)cccc1C";"InChI=1S/C11H16N4O/c1-7-5-4-6-8(2)9(7)14-11(16)15-10(12)13-3/h4-6H,1-3H3,(H4,12,13,14,15,16)";"False";"0"
"CHEMBL1332971";"CLONIXIN";"CLONIXIN|NSC-335505|SCH 10304|SCH-10304";"NSC-335505|SCH 10304|SCH-10304";"2.0";"";"'-nixin'";"1969";"anti-inflammatory agents (anilinonicotinic acid derivatives)";"'-nixin(-nixin)'";"";"";"";"";"";"";"Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1c(Cl)cccc1Nc1ncccc1C(=O)O";"InChI=1S/C13H11ClN2O2/c1-8-10(14)5-2-6-11(8)16-12-9(13(17)18)4-3-7-15-12/h2-7H,1H3,(H,15,16)(H,17,18)";"False";"0"
"CHEMBL1906423";"SODIUM STEARATE";"E-470(I)STEARIC ACID, SODIUM SALT|EDENOR FHTI|FLEXICHEM B|NONSOUL SN 15|OCTADECANOIC ACID, SODIUM SALT|PRIFER 1634|RHENOGRAN NAST 50ACMF-GE1858|SODIUM PALMITOSTEARATE|SODIUM STEARATE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (emulsifying and stiffening agent)";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCCCCCCCCCC(=O)[O-].[Na+]";"InChI=1S/C18H36O2.Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2-17H2,1H3,(H,19,20);/q;+1/p-1";"False";"0"
"CHEMBL627";"AMITRIPTYLINOXIDE";"AMBIVALON|AMITRIPTYLINE OXIDE|AMITRIPTYLINE-N-OXIDE|AMITRIPTYLINOXIDE|AMITRYPTYLINE-N-OXIDE|EQUILIBRIN|J9.621K";"J9.621K";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21";"InChI=1S/C20H23NO/c1-21(2,22)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3";"False";"0"
"CHEMBL182";"GANCICLOVIR";"BW 759U|BW-759U|CYMEVENE|CYTOVENE|Cymevene|GANCICLOVIR|GANCYCLOVIR|GANZYK-RTU|NSC-759656|RS-21592|VALGANCICLOVIR HYDROCHLORIDE IMPURITY A|VIRGAN|VITRASERT|Vitrasert Implant|ZIRGAN";"BW 759U|BW-759U|NSC-759656|RS-21592";"4.0";"Slate Run Pharmaceuticals Llc|Pharmascience Inc|Fresenius Kabi Usa Llc|American Regent Inc|Bausch And Lomb Inc|Par Sterile Products Llc|Hikma Pharmaceuticals Usa Inc|Exela Pharma Sciences Llc|Cheplapharm Arzneimittel Gmbh|Roche Palo Alto Llc";"'-vir'";"1987";"antivirals: antivirals (acyclovir type)";"'-vir(-vir (-ciclovir))'";"1989";"S01AD09 | J05AB06";"S01AD - Antivirals | J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors";"S01A - ANTIINFECTIVES | J05A - DIRECT ACTING ANTIVIRALS";"S01 - OPHTHALMOLOGICALS | J05 - ANTIVIRALS FOR SYSTEMIC USE";"S - SENSORY ORGANS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antiviral";"US-9486530-B1";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"1";"1";"1";"Prescription Only";"Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1";"InChI=1S/C9H13N5O4/c10-9-12-7-6(8(17)13-9)11-3-14(7)4-18-5(1-15)2-16/h3,5,15-16H,1-2,4H2,(H3,10,12,13,17)";"False";"0"
"CHEMBL84158";"TIAPRIDE";"NSC-758225|TIAPRIDE";"NSC-758225";"3.0";"";"'-pride'";"";"sulpride derivatives and analogs";"'-pride(-pride)'";"";"N05AL03";"N05AL - Benzamides";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC";"InChI=1S/C15H24N2O4S/c1-5-17(6-2)10-9-16-15(18)13-11-12(22(4,19)20)7-8-14(13)21-3/h7-8,11H,5-6,9-10H2,1-4H3,(H,16,18)";"False";"0"
"CHEMBL864";"CARBINOXAMINE";"CARBINOXAMINE|Carbinoxamine|Clistin|Palgic";"";"4.0";"Mcneil Pharmaceutical Co Div Mcneilab Inc|Mikart Llc|Invagen Pharmaceuticals Inc|Mission Pharmacal Co|Aytu Bioscience Inc|Cypress Pharmaceutical Inc|Strides Pharma Global Pte Ltd|Vintage Pharmaceuticals|Genus Lifesciences Inc|Ortho Mcneil Pharmaceutical Inc";"";"";"";"";"2003";"R06AA08";"R06AA - Aminoalkyl ethers";"R06A - ANTIHISTAMINES FOR SYSTEMIC USE";"R06 - ANTIHISTAMINES FOR SYSTEMIC USE";"R - RESPIRATORY SYSTEM";"Antihistaminic";"US-8062667-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Withdrawn";"CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1";"InChI=1S/C16H19ClN2O/c1-19(2)11-12-20-16(15-5-3-4-10-18-15)13-6-8-14(17)9-7-13/h3-10,16H,11-12H2,1-2H3";"True";"0"
"CHEMBL807";"MEMANTINE";"D-145|DRG-0267|MEMANTINE|Memantine|NSC-757843|Namenda";"D-145|DRG-0267|NSC-757843";"4.0";"Chartwell Life Molecules Llc|Allergan Sales Llc|Cadila Healthcare Ltd|Ani Pharmaceuticals Inc|Seton Pharmaceuticals Llc|Yichang Humanwell Pharmaceutical Co Ltd|Teva Pharmaceuticals Usa|Hikma Pharmaceuticals Llc|Zydus Pharmaceuticals Usa Inc|Unichem Laboratories Ltd";"'-mantine'";"2003";"antivirals/antiparkinsonians (adamantane derivatives)";"'-mantine(-mantine)'";"2003";"N06DX01";"N06DX - Other anti-dementia drugs";"N06D - ANTI-DEMENTIA DRUGS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"US-8039009-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CC12CC3CC(C)(C1)CC(N)(C3)C2";"InChI=1S/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3";"False";"0"
"CHEMBL30";"CIMETIDINE";"ACID-EZE|ACILOC|ACINIL|ACITAK 200|ACITAK 400|ACITAK 800|BRUMETIDINA|Brumetadina|CIMAL|CIMETIDINE|CIMETIDINUM|DYSPAMET|GALENAMET|GASTROMET|KENTAMET|NSC-335308|PEPTIMAX 200|PEPTIMAX 400|PEPTIMAX 800|SKF-92334|STOMEDINE|TAGADINE|TAGAMET|TAGAMET 100|TAGAMET HB|TAGAMET HB 200|ULCEDIN|ULCIMET|ULCOMEDINA|ULTEC|Valmagen|ZITA";"NSC-335308|SKF-92334";"4.0";"Dava Pharmaceuticals Inc|Pharmobedient Consulting|Ani Pharmaceuticals Inc|Watson Laboratories Inc|Glaxosmithkline|Luitpold Pharmaceuticals Inc|Pliva Inc|L Perrigo Co|Contract Pharmacal Corp|Cycle Pharmaceuticals Ltd";"'-tidine'";"1975";"H2-receptor antagonists (cimetidine type)";"'-tidine(-tidine)'";"1977";"A02BA51 | A02BA01";"A02BA - H2-receptor antagonists | A02BA - H2-receptor antagonists";"A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD) | A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)";"A02 - DRUGS FOR ACID RELATED DISORDERS | A02 - DRUGS FOR ACID RELATED DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Antagonist (to histamine-H2 receptors)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Over the Counter";"CN/C(=N\CCSCc1nc[nH]c1C)NC#N";"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)";"False";"0"
"CHEMBL1201354";"TRIDIHEXETHYL";"TRIDIHEXETHYL|TRIDIHEXETHYL CATION|TRIDIHEXETHYL ION|Tridihexethyl";"";"4.0";"Lederle Laboratories Div American Cyanamid Co";"";"";"";"";"1954";"A03AB08";"A03AB - Synthetic anticholinergics, quaternary ammonium compounds";"A03A - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"1";"0";"0";"Discontinued";"CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1";"InChI=1S/C21H36NO/c1-4-22(5-2,6-3)18-17-21(23,19-13-9-7-10-14-19)20-15-11-8-12-16-20/h7,9-10,13-14,20,23H,4-6,8,11-12,15-18H2,1-3H3/q+1";"False";"0"
"CHEMBL453";"SULFISOXAZOLE";"Entusil|Eryzole|GANTRISIN|NSC-13120|NSC-683536|Neazolin|Pediazole|SOSOL|SOXAZOLE|SULFAFURAZOLE|SULFALAR|SULFISOXAZOLE|SULPHAFURAZOLE|SULSOXIN|Sulfafurazole|Sulfisoxazole|Sulphafurazole";"NSC-13120|NSC-683536";"4.0";"Parke Davis Div Warner Lambert Co|Hoffmann La Roche Inc|Mk Laboratories Inc|Ani Pharmaceuticals Inc|Watson Laboratories Inc|Alra Laboratories Inc|Impax Laboratories Inc|Barr Laboratories Inc|Valeant Pharmaceuticals International|Heather Drug Co Inc";"";"";"";"";"1971";"J01EB05 | S01AB02";"J01EB - Short-acting sulfonamides | S01AB - Sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM | S01A - ANTIINFECTIVES";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C";"InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3";"False";"0"
"CHEMBL592435";"DERENOFYLLINE";"DERENOFYLLINE|Derenofylline|SLV-320|SLV320";"SLV-320|SLV320";"2.0";"";"'-fylline'";"";"theophylline derivatives";"'-fylline(-fylline)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1";"InChI=1S/C18H20N4O/c23-14-8-6-13(7-9-14)20-18-15-10-11-19-17(15)21-16(22-18)12-4-2-1-3-5-12/h1-5,10-11,13-14,23H,6-9H2,(H2,19,20,21,22)";"False";"0"
"CHEMBL644";"TRIMIPRAMINE";"7162 RP|7162-RP|IL 6001|IL-6001|Surmontil|TRIMEPROPRIMINE|TRIMIPRAMINE|Trimipramine";"7162 RP|7162-RP|IL 6001|IL-6001";"4.0";"Elite Laboratories Inc|Usl Pharma Inc|Crossmedika Sa|Odyssey Pharmaceuticals Inc";"'-pramine'";"1966";"antidepressants (imipramine type)";"'-pramine(-pramine)'";"1979";"N06AA06";"N06AA - Non-selective monoamine reuptake inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CC(CN(C)C)CN1c2ccccc2CCc2ccccc21";"InChI=1S/C20H26N2/c1-16(14-21(2)3)15-22-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)22/h4-11,16H,12-15H2,1-3H3";"False";"0"
"CHEMBL1488165";"PIDOTIMOD";"NSC-759841|PIDOTIMOD|PILIMOD";"NSC-759841";"2.0";"";"'-imod'";"";"immunomodulators";"'-imod(-imod)'";"";"L03AX05";"L03AX - Other immunostimulants";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1";"InChI=1S/C9H12N2O4S/c12-7-2-1-5(10-7)8(13)11-4-16-3-6(11)9(14)15/h5-6H,1-4H2,(H,10,12)(H,14,15)/t5-,6-/m0/s1";"False";"0"
"CHEMBL1580";"PENTOSTATIN";"CI-825|DEOXYCOFORMYCIN|NIPENT|NSC-218321|Nipent|PD 81565|PD-81565|PENTOSTATIN|YK-176";"CI-825|NSC-218321|PD 81565|PD-81565|YK-176";"4.0";"Rising Pharma Holding Inc|West-Ward Pharmaceuticals International Ltd|Hospira Inc";"'-stat-'";"1977";"enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)";"'-stat-(-stat- (-statin))'";"1991";"L01XX08";"L01XX - Other antineoplastic agents";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Potentiator";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";"OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O";"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1";"False";"0"
"CHEMBL118218";"IROFULVEN";"(HYDROXYMETHYL)ACYLFULVENE|6-HYDROXYMETHYLACYLFULVENE|IROFULVEN|LP-100|MGI 114|MGI-114|MGI114|NSC-683863";"LP-100|MGI 114|MGI-114|MGI114|NSC-683863";"3.0";"";"'-fulven'";"1998";"antineoplastic, acylfulvene derivatives";"'-fulven(-fulven)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1";"InChI=1S/C15H18O3/c1-8-6-10-12(11(8)7-16)9(2)15(4-5-15)14(3,18)13(10)17/h6,16,18H,4-5,7H2,1-3H3/t14-/m0/s1";"False";"0"
"CHEMBL5095023";"LS-104";"LS-104|TYRENE CR-4";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N#C/C(=C\C=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1";"InChI=1S/C19H16N2O3/c20-12-16(19(24)21-13-15-5-2-1-3-6-15)8-4-7-14-9-10-17(22)18(23)11-14/h1-11,22-23H,13H2,(H,21,24)/b7-4+,16-8+";"False";"0"
"CHEMBL123292";"CYCLOHEXIMIDE";"CICLOHEXIMIDE|CYCLOHEXIMIDE|GNF-Pf-5118|NSC-171|NSC-185|TCMDC-125838|U-4527";"GNF-Pf-5118|NSC-171|NSC-185|TCMDC-125838|U-4527";"2.0";"";"";"1978";"";"";"";"";"";"";"";"";"Antipsoriatic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1";"InChI=1S/C15H23NO4/c1-8-3-9(2)15(20)11(4-8)12(17)5-10-6-13(18)16-14(19)7-10/h8-12,17H,3-7H2,1-2H3,(H,16,18,19)/t8-,9-,11-,12+/m0/s1";"False";"0"
